"// SOMLIT somlit.fr";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"// hydro 49e25aa808a84afd";2025-09-10;13:00:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ID_SITE;DATE;HEURE;COEF_MAREE;MAREE;PROF_TEXT;PROF_NUM;nomSite*;gpsLat*;gpsLong*;T;qT;S;qS;O;qO;PH;qPH;NH4;qNH4;NO3;qNO3;NO2;qNO2;PO4;qPO4;SIOH4;qSIOH4;COP;qCOP;NOP;qNOP;MES;qMES;CHLA;qCHLA
//;(yyyy-mm-dd);(hh:mm:ss);-;-;-;m;;(wgs84);(wgs84);°C;;PSU;;ml/l;;;;µmol/l;;µmol/l;;µmol/l;;µmol/l;;µmol/l;;µg/l;;µg/l;;mg/l;;µg/l;
10;2019-04-10;06:34:33;0.00;inc;S;3.00;Sola;42.4883;3.145;13.000;2;38.032;2;6.07;6;7.940;2;0.081;6;1.38;3;0.19;3;0.02;3;2.81;3;111.499;2;18.675;2;1.150;6;0.76;6
10;2019-04-16;06:38:21;0.00;inc;S;3.00;Sola;42.4883;3.145;13.033;2;37.906;2;5.84;6;7.940;6;0.108;6;0.64;3;0.14;3;0.03;3;1.93;3;155.911;2;29.028;2;0.916;6;0.77;6
10;2019-04-16;06:40:39;0.00;inc;F;24.00;Sola;42.4883;3.145;13.057;2;38.097;2;5.85;6;7.940;6;0.132;6;0.75;3;0.17;3;0.03;3;2.01;3;110.102;2;18.471;2;1.580;6;0.69;6
10;2019-04-24;06:32:37;0.00;inc;S;3.00;Sola;42.4883;3.145;13.721;2;37.910;2;5.98;6;8.120;7;0.232;6;0.62;3;0.09;3;0.11;3;2.42;3;190.460;2;29.739;2;3.298;6;1.31;6
10;2019-04-24;06:34:14;0.00;inc;F;24.00;Sola;42.4883;3.145;13.408;2;38.045;2;5.96;6;8.140;7;0.271;6;0.36;3;0.10;3;0.07;3;1.57;3;120.159;2;16.762;2;4.140;6;1.09;6
10;2019-04-30;07:13:48;0.00;inc;S;3.00;Sola;42.4883;3.145;14.595;2;37.506;2;5.94;6;8.140;7;0.079;6;0.51;3;0.11;3;0.70;3;1.02;3;232.082;2;42.716;2;1.330;6;1.33;6
10;2019-04-30;07:14:25;0.00;inc;F;24.00;Sola;42.4883;3.145;13.973;2;37.823;2;5.85;6;8.150;7;0.417;6;0.83;3;0.13;3;0.05;3;1.29;3;142.882;2;22.169;2;2.135;6;1.10;6
10;2019-05-06;06:42:55;0.00;inc;S;3.00;Sola;42.4883;3.145;13.997;2;37.587;2;5.80;6;8.040;7;0.038;6;0.10;3;0.08;3;0.05;3;0.36;3;177.549;2;31.194;2;3.476;6;1.46;6
10;2019-05-06;06:44:50;0.00;inc;F;24.00;Sola;42.4883;3.145;13.997;2;37.726;2;5.81;6;8.080;7;0.044;6;0.17;3;0.08;3;0.05;3;0.43;3;154.728;2;23.046;2;2.400;2;1.29;6
10;2019-05-13;06:32:58;0.00;inc;S;3.00;Sola;42.4883;3.145;14.508;2;38.043;2;5.85;6;8.130;7;0.029;6;0.05;3;0.02;3;0.04;3;1.07;3;175.017;2;28.237;2;1.407;6;1.10;6
10;2019-05-13;06:35:15;0.00;inc;F;24.00;Sola;42.4883;3.145;14.489;2;37.903;2;6.03;6;8.150;7;0.032;6;0.05;3;0.03;3;0.04;3;1.00;3;209.433;2;32.442;2;2.120;6;1.08;6
10;2019-05-21;06:34:58;0.00;inc;S;3.00;Sola;42.4883;3.145;14.924;2;38.140;2;5.77;6;8.140;7;0.020;6;0.13;3;0.01;3;0.03;3;1.33;3;163.766;2;26.224;2;1.218;6;0.59;6
10;2019-05-21;06:37:04;0.00;inc;F;24.00;Sola;42.4883;3.145;14.823;2;37.979;2;5.76;6;8.160;7;0.057;6;0.17;3;0.01;3;0.03;3;1.38;3;118.247;2;15.680;2;1.230;6;0.62;6
10;2019-05-28;06:59:00;0.00;inc;S;3.00;Sola;42.4883;3.145;15.526;2;38.105;2;5.64;6;7.950;6;0.013;6;0.07;3;0.01;3;0.04;3;1.51;3;136.999;2;20.006;2;1.603;6;0.64;6
10;2019-05-28;07:00:43;0.00;inc;F;24.00;Sola;42.4883;3.145;15.507;2;38.008;2;5.63;6;7.950;6;0.018;6;0.06;3;0.02;3;0.03;3;1.52;3;151.927;2;23.250;2;1.970;6;0.73;6
10;2019-06-04;06:32:00;0.00;inc;S;3.00;Sola;42.4883;3.145;17.168;2;38.063;2;5.67;6;7.940;6;0.009;6;0.02;3;0.02;3;0.06;3;2.16;3;172.149;2;27.306;2;0.983;6;0.42;6
10;2019-06-04;06:33:00;0.00;inc;F;24.00;Sola;42.4883;3.145;15.772;2;38.080;2;5.64;6;7.960;6;0.024;6;0.11;3;0.02;3;0.05;3;1.54;3;143.176;2;23.250;2;2.400;2;0.39;6
10;2019-06-11;06:43:30;0.00;inc;S;3.00;Sola;42.4883;3.145;17.026;2;37.895;2;5.41;6;999999;9;0.008;6;0.02;3;0.02;3;0.04;3;1.69;3;209.359;2;36.498;2;1.388;6;0.71;6
10;2019-06-11;06:45:21;0.00;inc;F;24.00;Sola;42.4883;3.145;17.048;2;38.004;2;5.41;6;999999;9;0.017;6;0.08;3;0.02;3;0.05;3;1.73;3;169.061;2;23.791;2;2.305;6;0.67;6
10;2019-06-18;06:37:51;0.00;inc;S;3.00;Sola;42.4883;3.145;18.127;2;37.795;2;5.55;6;8.130;7;0.006;6;0.05;3;0.01;3;0.03;3;0.56;3;164.178;2;24.981;2;0.877;6;0.27;6
10;2019-06-18;06:39:10;0.00;inc;F;24.00;Sola;42.4883;3.145;17.382;2;37.987;2;5.57;6;8.150;7;0.014;6;0.23;3;0.01;3;0.02;3;0.97;3;135.726;2;20.246;2;1.126;6;0.29;6
10;2019-06-24;06:53:28;0.00;inc;S;3.00;Sola;42.4883;3.145;20.839;2;37.538;2;5.46;6;7.990;6;0.057;6;0.02;3;0.01;3;0.04;3;0.88;3;140.805;2;22.504;2;1.045;6;0.38;6
10;2019-06-24;06:54:12;0.00;inc;F;24.00;Sola;42.4883;3.145;16.445;2;38.381;2;5.36;6;7.950;6;0.013;6;0.07;3;0.03;3;0.03;3;0.94;3;111.397;2;17.209;2;1.670;6;0.27;6
10;2019-07-02;06:28:09;0.00;inc;S;3.00;Sola;42.4883;3.145;23.359;2;37.311;2;5.08;6;8.010;6;0.005;6;0.62;2;0.01;6;0.02;2;2.49;6;115.894;2;17.986;2;1.360;2;0.19;6
10;2019-07-02;06:28:49;0.00;inc;F;24.00;Sola;42.4883;3.145;15.917;2;38.189;2;5.65;6;7.950;2;0.009;6;0.09;2;0.02;2;0.06;2;0.88;6;146.218;2;23.429;2;1.221;6;0.99;6
10;2019-07-09;06:16:25;0.00;inc;S;3.00;Sola;42.4883;3.145;25.265;2;36.542;2;4.81;6;8.040;6;0.041;6;0.02;0;0.01;0;0.03;2;1.05;6;100.811;2;15.661;2;0.551;6;0.29;6
10;2019-07-09;06:17:02;0.00;inc;F;24.00;Sola;42.4883;3.145;18.011;2;37.963;2;5.22;6;7.980;2;0.026;6;0.04;2;0.01;0;0.05;2;0.71;6;92.516;2;15.334;2;0.586;6;0.31;6
10;2019-07-16;06:55:25;0.00;inc;S;3.00;Sola;42.4883;3.145;23.248;2;37.259;2;4.96;6;8.010;6;0.026;6;0.02;0;0.01;0;0.03;6;0.56;6;161.464;2;26.588;2;0.968;6;0.15;6
10;2019-07-16;06:56:00;0.00;inc;F;24.00;Sola;42.4883;3.145;21.457;2;37.461;2;5.65;6;7.990;2;0.027;6;0.02;6;0.02;2;0.03;6;0.83;6;99.878;2;15.424;2;0.925;6;0.23;6
10;2019-07-23;06:16:57;0.00;inc;S;3.00;Sola;42.4883;3.145;23.775;2;37.517;2;4.92;6;8.010;6;0.027;6;0.02;0;0.01;2;0.02;2;0.41;6;92.409;2;14.968;2;1.193;6;0.18;6
10;2019-07-23;06:17:33;0.00;inc;F;24.00;Sola;42.4883;3.145;17.445;2;38.089;2;5.65;6;7.970;2;0.020;6;0.02;0;0.01;0;0.02;2;0.77;6;111.013;2;18.095;2;1.465;6;0.13;6
10;2019-07-30;06:37:21;0.00;inc;S;3.00;Sola;42.4883;3.145;22.402;2;37.602;2;4.95;6;8.010;6;0.013;6;0.02;2;0.01;0;0.02;2;0.54;6;63.753;2;10.767;2;0.916;6;0.14;6
10;2019-07-30;06:38:10;0.00;inc;F;24.00;Sola;42.4883;3.145;21.120;2;37.957;2;5.12;6;8.000;6;0.071;6;0.18;6;0.08;6;0.04;2;1.31;6;102.084;2;21.357;2;0.694;6;0.34;6
10;2019-08-06;06:52:44;0.00;inc;S;3.00;Sola;42.4883;3.145;22.756;2;37.802;2;4.99;6;7.920;6;0.026;6;0.02;0;0.01;0;0.02;2;0.59;6;89.512;2;15.689;2;0.586;6;0.19;6
10;2019-08-06;06:53:32;0.00;inc;F;24.00;Sola;42.4883;3.145;14.802;2;38.278;2;5.58;6;7.990;6;0.019;6;0.13;2;0.04;6;0.04;6;1.75;6;230.557;3;44.600;3;2.400;2;0.43;6
10;2019-08-13;06:46:01;0.00;inc;S;3.00;Sola;42.4883;3.145;22.978;2;37.884;2;4.96;6;8.000;6;0.005;6;0.02;0;0.01;0;0.03;6;0.75;6;98.864;2;19.806;2;0.955;6;0.15;6
10;2019-08-13;06:46:59;0.00;inc;F;24.00;Sola;42.4883;3.145;22.980;2;37.900;2;4.92;2;7.990;6;0.008;6;0.02;0;0.01;0;0.02;2;0.72;6;82.569;2;15.151;2;0.183;6;0.12;6
10;2019-08-20;06:57:12;0.00;inc;S;3.00;Sola;42.4883;3.145;21.975;2;38.023;2;4.95;6;7.990;6;0.063;3;0.02;2;0.01;0;0.03;6;0.54;6;52.313;2;8.296;2;1.095;6;0.10;6
10;2019-08-20;06:57:58;0.00;inc;F;24.00;Sola;42.4883;3.145;21.630;2;37.933;2;4.99;2;7.990;6;0.060;3;0.02;2;0.01;0;0.04;6;0.69;6;67.567;2;11.296;2;2.770;6;0.16;6
10;2019-08-27;06:43:27;0.00;inc;S;3.00;Sola;42.4883;3.145;22.434;2;38.036;2;4.96;6;8.000;6;0.007;6;0.03;2;0.01;0;0.02;2;0.52;6;88.297;2;15.885;2;0.998;6;0.18;6
10;2019-08-27;06:44:19;0.00;inc;F;24.00;Sola;42.4883;3.145;16.146;2;38.406;2;5.34;6;7.960;6;0.004;6;0.02;0;0.01;0;0.04;2;1.10;6;96.608;2;18.709;2;0.693;6;0.18;6
10;2019-09-03;06:49:55;0.00;inc;S;3.00;Sola;42.4883;3.145;23.121;2;38.040;2;4.94;6;8.000;6;0.014;6;0.02;0;0.01;0;0.01;2;0.63;6;66.489;2;12.208;2;0.930;6;0.16;6
10;2019-09-03;06:50:32;0.00;inc;F;24.00;Sola;42.4883;3.145;22.964;2;38.031;2;4.87;6;8.000;2;0.030;6;0.03;2;0.02;2;0.01;6;0.68;6;90.027;2;16.053;2;2.400;2;0.20;6
10;2019-09-10;06:54:59;0.00;inc;S;3.00;Sola;42.4883;3.145;21.030;2;38.144;2;4.88;6;7.990;6;0.036;6;0.06;6;0.01;0;0.01;0;0.69;6;98.846;2;17.020;2;0.958;6;0.21;6
10;2019-09-10;06:55:41;0.00;inc;F;24.00;Sola;42.4883;3.145;20.242;2;38.147;2;4.90;6;7.990;6;0.031;6;0.07;2;0.02;2;0.01;0;0.73;6;91.914;2;15.356;2;2.773;6;0.20;6
10;2019-09-18;06:23:35;0.00;inc;S;3.00;Sola;42.4883;3.145;20.955;2;38.067;2;5.14;6;999999;9;0.014;6;0.02;2;0.02;6;0.01;0;0.64;6;69.440;2;12.469;2;1.023;6;0.19;6
10;2019-09-18;06:24:13;0.00;inc;F;24.00;Sola;42.4883;3.145;17.328;2;38.291;2;5.38;6;999999;9;0.003;6;0.03;2;0.01;0;0.02;6;1.08;6;85.622;2;16.385;2;0.963;6;0.32;6
10;2019-09-24;06:35:21;0.00;inc;S;3.00;Sola;42.4883;3.145;19.961;2;37.945;2;5.09;6;999999;9;0.165;6;0.15;2;0.05;2;0.07;6;1.38;6;99.200;2;15.911;2;2.155;6;0.50;6
10;2019-09-24;06:36:03;0.00;inc;F;24.00;Sola;42.4883;3.145;19.319;2;38.018;2;5.19;6;999999;9;0.122;6;0.05;2;0.02;2;0.03;2;1.07;6;98.562;2;24.028;2;1.610;6;0.28;6
10;2019-10-01;06:49:00;0.00;inc;S;3.00;Sola;42.4883;3.145;21.564;2;38.259;2;5.02;6;999999;9;0.009;6;0.05;2;0.01;0;0.01;0;1.08;6;81.111;2;13.681;2;0.780;2;0.17;6
10;2019-10-01;06:49:44;0.00;inc;F;24.00;Sola;42.4883;3.145;20.783;2;38.251;2;5.03;2;999999;9;0.006;6;0.02;0;0.02;6;0.01;0;1.05;6;81.500;2;14.720;2;2.400;2;0.23;6
10;2019-10-15;07:15:00;0.00;inc;S;3.00;Sola;42.4883;3.145;999999;9;999999;9;5.24;6;999999;9;0.002;0;0.02;0;0.01;0;0.01;2;0.98;6;85.654;2;14.366;2;0.277;6;0.15;6
10;2019-10-15;07:16:00;0.00;inc;F;24.00;Sola;42.4883;3.145;999999;9;999999;9;5.18;6;999999;9;0.002;0;0.02;0;0.01;0;0.01;0;0.93;6;62.243;2;10.217;2;0.313;6;0.16;6
10;2019-10-25;12:39:00;0.00;inc;S;3.00;Sola;42.4883;3.145;999999;9;999999;9;5.35;6;999999;9;1.152;6;0.93;6;0.12;6;0.18;6;2.41;6;180.044;2;54.550;2;4.683;6;0.62;6
10;2019-10-25;12:40:00;0.00;inc;F;24.00;Sola;42.4883;3.145;999999;9;999999;9;5.24;6;999999;9;1.024;6;0.70;6;0.10;6;0.15;6;2.13;6;161.687;2;37.666;2;5.622;6;0.68;6
10;2019-10-30;07:11:00;0.00;inc;S;3.00;Sola;42.4883;3.145;999999;9;999999;9;5.11;6;7.980;7;0.165;6;0.24;2;0.04;6;0.02;2;1.14;6;97.316;2;15.153;2;1.283;6;0.49;6
10;2019-10-30;07:12:00;0.00;inc;F;24.00;Sola;42.4883;3.145;999999;9;999999;9;5.29;6;7.990;7;0.132;6;0.41;6;0.05;6;0.04;6;2.17;6;74.075;2;10.706;2;1.557;6;1.53;6
10;2019-11-05;08:16:47;0.00;inc;S;3.00;Sola;42.4883;3.145;18.429;2;37.723;2;5.23;6;7.990;6;0.111;6;0.32;6;0.02;2;0.02;2;1.18;6;102.562;2;17.025;2;1.063;6;0.77;6
10;2019-11-05;08:17:38;0.00;inc;F;24.00;Sola;42.4883;3.145;18.813;2;37.980;2;5.16;6;7.990;6;0.151;6;0.12;6;0.03;2;0.04;6;1.09;6;79.307;2;12.634;2;2.400;2;0.44;6
10;2019-11-13;08:27:19;0.00;inc;S;3.00;Sola;42.4883;3.145;16.692;2;38.117;2;5.36;6;999999;9;0.047;6;0.16;2;0.02;6;0.03;6;0.83;6;102.313;2;19.569;2;0.360;6;0.35;6
10;2019-11-13;08:28:06;0.00;inc;F;24.00;Sola;42.4883;3.145;16.547;2;38.112;2;5.37;6;999999;9;0.038;6;0.15;2;0.02;2;0.02;6;0.90;6;73.185;2;12.122;2;0.517;6;0.39;6
10;2019-11-19;08:23:05;0.00;inc;S;3.00;Sola;42.4883;3.145;15.998;2;38.095;2;5.40;6;8.140;4;0.050;6;0.15;6;0.05;6;0.03;6;0.74;6;135.817;2;19.742;2;2.432;6;0.45;6
10;2019-11-19;08:24:03;0.00;inc;F;24.00;Sola;42.4883;3.145;15.983;2;38.099;2;5.36;6;8.150;4;0.054;6;0.17;6;0.04;2;0.02;2;0.72;6;80.673;2;11.603;2;1.085;6;0.38;6
10;2019-11-26;08:48:01;0.00;inc;S;3.00;Sola;42.4883;3.145;14.866;2;38.057;2;5.49;6;7.960;6;0.052;6;0.38;6;0.10;2;0.04;6;1.10;6;114.421;2;19.222;2;0.907;6;0.58;6
10;2019-11-26;08:48:38;0.00;inc;F;24.00;Sola;42.4883;3.145;14.782;2;38.072;2;5.49;6;7.960;6;0.057;6;0.34;6;0.08;6;0.03;2;1.23;6;128.280;2;21.301;2;1.153;6;0.81;6
10;2019-12-06;08:09:06;0.00;inc;S;3.00;Sola;42.4883;3.145;13.856;2;37.387;2;5.69;6;7.948;6;0.409;6;1.69;6;0.22;6;0.08;2;4.41;6;96.664;2;15.445;2;2.107;6;0.70;6
10;2019-12-06;08:10:15;0.00;inc;F;24.00;Sola;42.4883;3.145;13.941;2;37.511;2;5.60;6;7.954;2;0.308;6;1.37;6;0.33;6;0.11;2;2.30;6;109.230;2;21.755;2;1.000;2;0.59;6
10;2019-12-12;08:22:39;0.00;inc;S;3.00;Sola;42.4883;3.145;15.134;2;37.823;2;5.74;6;7.965;6;0.110;6;0.69;6;0.23;6;0.03;2;1.68;6;52.810;2;7.533;2;1.325;6;0.77;6
10;2019-12-12;08:23:28;0.00;inc;F;24.00;Sola;42.4883;3.145;14.229;2;37.708;2;5.60;6;7.951;6;0.081;6;0.99;6;0.28;6;0.04;2;2.26;6;78.923;2;10.910;2;2.102;6;0.46;6
10;2019-12-16;08:56:53;0.00;inc;S;3.00;Sola;42.4883;3.145;15.520;2;37.991;2;5.40;6;7.970;6;0.018;6;0.64;6;0.21;6;0.02;2;1.42;6;76.516;2;14.027;2;1.765;6;0.57;6
10;2019-12-16;08:57:34;0.00;inc;F;24.00;Sola;42.4883;3.145;15.436;2;38.029;2;5.32;6;7.950;6;0.024;6;0.85;6;0.21;6;0.03;2;1.48;6;117.874;2;18.183;2;0.410;6;0.38;6
10;2020-01-07;08:31:00;0.00;inc;S;3.00;Sola;42.4883;3.145;13.464;2;37.506;2;5.78;6;7.944;6;0.040;6;1.87;6;0.53;6;0.03;2;3.04;6;65.501;2;9.351;2;0.741;6;0.73;6
10;2020-01-07;08:32:00;0.00;inc;F;24.00;Sola;42.4883;3.145;13.512;2;37.499;2;5.76;6;7.943;6;0.033;6;1.86;6;0.53;6;0.02;2;3.04;6;91.104;2;10.754;2;0.879;6;0.76;6
10;2020-01-14;08:20:56;0.00;inc;S;3.00;Sola;42.4883;3.145;13.129;2;37.556;2;6.00;6;7.935;6;0.058;6;1.52;6;0.51;6;0.03;2;2.57;6;90.107;2;15.413;2;0.857;6;0.80;6
10;2020-01-14;08:21:40;0.00;inc;F;24.00;Sola;42.4883;3.145;13.145;2;37.551;2;5.79;6;7.943;6;0.055;6;1.52;6;0.45;6;0.02;2;2.56;6;100.854;2;17.144;2;0.802;6;0.70;6
10;2020-01-28;08:16:01;0.00;inc;S;3.00;Sola;42.4883;3.145;10.868;2;34.134;2;6.30;6;7.909;6;0.162;6;7.51;6;0.66;6;0.24;6;15.63;6;158.867;2;61.304;2;2.239;6;1.67;6
10;2020-01-28;08:16:38;0.00;inc;F;24.00;Sola;42.4883;3.145;12.142;2;37.186;2;5.83;6;7.895;2;0.138;6;3.32;6;0.76;6;0.17;6;4.13;6;108.391;2;46.757;2;2.455;6;0.23;4
10;2020-02-03;09:05:00;0.00;inc;S;3.00;Sola;42.4883;3.145;11.964;2;33.947;2;999999;9;7.947;6;0.019;6;7.09;6;0.53;6;0.08;2;14.41;6;193.587;2;36.367;2;999999;9;2.67;6
10;2020-02-03;09:06:00;0.00;inc;F;24.00;Sola;42.4883;3.145;12.316;2;37.291;2;999999;9;7.904;6;0.011;6;3.75;6;0.92;6;0.14;6;4.06;6;76.589;2;9.611;2;999999;9;0.28;6
10;2020-02-11;08:09:00;0.00;inc;S;3.00;Sola;42.4883;3.145;12.848;2;37.464;2;5.92;2;7.940;6;0.012;6;2.22;6;0.37;6;0.05;6;3.25;6;134.431;2;18.703;2;0.895;6;1.10;6
10;2020-02-11;08:09:00;0.00;inc;F;24.00;Sola;42.4883;3.145;13.033;2;37.560;2;5.71;2;7.931;2;0.020;6;2.36;6;0.44;6;0.06;6;3.16;6;166.088;2;29.873;2;2.028;6;0.74;6
10;2020-02-17;08:10:00;0.00;inc;S;3.00;Sola;42.4883;3.145;13.027;2;37.410;2;5.93;6;7.931;2;0.077;6;2.03;6;0.38;6;0.03;2;3.43;6;75.811;2;11.430;2;0.598;6;0.84;6
10;2020-02-17;08:10:00;0.00;inc;F;24.00;Sola;42.4883;3.145;13.379;2;37.736;2;5.74;6;7.931;6;0.138;6;1.55;6;0.32;6;0.04;2;2.50;6;80.916;2;14.027;2;1.049;6;0.44;6
10;2020-02-25;08:07:00;0.00;inc;S;3.00;Sola;42.4883;3.145;13.080;2;37.596;2;5.89;6;7.953;2;0.022;6;1.58;6;0.27;6;0.04;2;2.76;6;139.367;2;31.172;2;1.198;6;0.59;6
10;2020-02-25;08:07:00;0.00;inc;F;24.00;Sola;42.4883;3.145;13.366;2;37.798;2;5.71;6;7.955;2;0.067;6;1.63;6;0.36;6;0.03;2;2.60;6;91.323;2;15.586;2;1.568;6;0.97;6
10;2020-03-03;07:28:36;0.00;inc;S;3.00;Sola;42.4883;3.145;13.224;2;37.970;2;999999;9;7.930;6;0.024;6;1.82;6;0.21;6;0.04;2;2.71;6;132.962;2;25.531;2;999999;9;1.03;6
10;2020-03-03;07:30:39;0.00;inc;F;24.00;Sola;42.4883;3.145;13.249;2;38.007;2;999999;9;7.930;6;0.061;6;1.85;6;0.22;6;0.04;2;2.62;6;142.528;2;29.353;2;999999;9;0.89;6
10;2020-03-12;08:00:19;0.00;inc;S;3.00;Sola;42.4883;3.145;13.213;2;38.162;2;999999;9;7.970;7;0.224;6;1.98;6;0.19;2;0.04;2;2.53;6;140.544;2;34.556;2;1.192;6;0.90;6
10;2020-03-12;08:01:27;0.00;inc;F;24.00;Sola;42.4883;3.145;12.816;2;38.134;2;999999;9;8.010;7;0.142;6;1.14;6;0.14;6;0.05;6;1.46;6;95.050;2;25.566;2;1.619;6;1.31;6
10;2020-05-18;06:54:55;0.00;inc;S;3.00;Sola;42.4883;3.145;17.521;2;36.515;2;5.46;6;999999;9;0.071;6;0.13;6;0.05;6;0.04;6;1.08;6;219.603;2;30.442;2;1.845;6;0.88;6
10;2020-05-18;06:55:47;0.00;inc;F;24.00;Sola;42.4883;3.145;17.150;2;36.992;2;5.46;6;999999;9;0.028;6;0.15;6;0.04;6;0.03;2;1.86;6;225.332;2;30.976;2;2.165;6;1.19;6
10;2020-05-26;06:28:23;0.00;inc;S;3.00;Sola;42.4883;3.145;19.183;2;36.515;2;5.61;6;8.350;3;0.025;6;0.02;0;0.01;2;0.04;6;0.61;6;425.251;2;44.510;3;2.209;6;1.00;6
10;2020-05-26;06:29:27;0.00;inc;F;24.00;Sola;42.4883;3.145;16.949;2;37.341;2;5.84;6;8.390;3;0.054;6;0.02;0;0.02;2;0.05;2;0.27;2;311.655;2;35.610;3;1.878;6;0.81;6
10;2020-06-02;07:12:42;0.00;inc;S;3.00;Sola;42.4883;3.145;19.292;2;36.749;2;5.78;6;999999;9;0.001;0;0.04;6;0.01;2;0.03;6;1.36;6;229.888;2;27.408;2;4.315;6;0.46;6
10;2020-06-02;07:13:20;0.00;inc;F;24.00;Sola;42.4883;3.145;15.246;2;37.986;2;5.55;6;999999;9;0.009;6;0.09;6;0.12;6;0.07;6;0.88;6;188.346;2;24.511;2;4.435;6;1.74;6
10;2020-06-09;06:50:25;0.00;inc;S;3.00;Sola;42.4883;3.145;18.999;2;36.964;2;5.31;6;8.430;7;0.031;6;0.13;2;0.01;2;0.02;2;1.23;6;132.514;2;20.852;2;999999;9;0.24;6
10;2020-06-09;06:51:18;0.00;inc;F;24.00;Sola;42.4883;3.145;18.947;2;36.999;2;5.22;6;8.410;7;0.060;6;0.19;6;0.01;2;0.01;2;1.20;6;94.315;2;14.217;2;999999;9;0.20;6
10;2020-06-16;06:33:24;0.00;inc;S;3.00;Sola;42.4883;3.145;19.050;2;37.306;2;5.24;6;8.400;7;0.031;6;0.16;6;0.01;2;0.01;0;1.99;6;98.484;2;13.772;2;1.305;6;0.27;6
10;2020-06-16;06:34:00;0.00;inc;F;24.00;Sola;42.4883;3.145;18.363;2;37.497;2;999999;9;8.380;7;0.029;6;0.17;6;0.02;2;0.02;6;1.51;6;85.010;2;13.881;2;1.243;6;0.28;6
10;2020-06-24;06:09:32;0.00;inc;S;3.00;Sola;42.4883;3.145;20.129;2;37.363;2;999999;9;8.420;7;0.024;6;0.02;0;0.01;2;0.01;2;1.45;6;152.823;2;26.005;2;0.270;6;0.32;6
10;2020-06-24;06:10:08;0.00;inc;F;24.00;Sola;42.4883;3.145;16.575;2;38.065;2;999999;9;8.480;7;0.017;6;0.02;0;0.01;2;0.01;0;0.64;6;102.635;2;14.233;2;0.468;6;0.36;6
10;2020-06-30;06:45:23;0.00;inc;S;3.00;Sola;42.4883;3.145;21.096;2;37.362;2;5.13;6;8.340;7;0.002;0;0.03;2;0.01;2;0.01;2;1.80;6;167.187;2;30.925;2;0.730;6;0.41;6
10;2020-06-30;06:46:24;0.00;inc;F;24.00;Sola;42.4883;3.145;16.578;2;38.279;2;5.62;6;8.350;7;0.002;0;0.07;2;0.01;0;0.01;0;0.57;6;115.594;2;17.571;2;0.720;2;0.33;6
10;2020-07-07;12:23:54;0.00;inc;S;3.00;Sola;42.4883;3.145;21.286;2;37.604;2;5.41;2;8.210;7;0.005;2;0.03;2;0.01;6;0.03;6;0.97;6;117.386;2;16.208;2;0.357;6;0.18;6
10;2020-07-07;12:24:34;0.00;inc;F;24.00;Sola;42.4883;3.145;21.216;2;37.594;2;5.09;6;8.210;7;0.007;6;0.02;0;0.01;0;0.02;2;0.95;6;136.965;2;17.947;2;2.400;2;0.22;6
10;2020-07-15;06:27:28;0.00;inc;S;3.00;Sola;42.4883;3.145;21.668;2;37.704;2;5.06;6;7.997;6;0.005;6;0.02;2;0.01;0;0.01;0;0.42;6;143.884;2;25.180;2;0.522;6;0.15;6
10;2020-07-15;06:28:06;0.00;inc;F;24.00;Sola;42.4883;3.145;20.893;2;37.420;2;5.05;6;7.993;6;0.007;2;0.05;6;0.01;0;0.02;2;0.47;6;84.351;2;12.650;2;0.522;6;0.15;6
10;2020-07-20;06:23:59;0.00;inc;S;3.00;Sola;42.4883;3.145;21.204;2;37.820;2;5.14;6;7.982;6;0.012;6;0.03;6;0.01;6;0.01;0;0.55;6;104.040;2;19.894;2;0.340;6;0.16;6
10;2020-07-20;06:24:38;0.00;inc;F;24.00;Sola;42.4883;3.145;16.500;2;38.151;2;5.33;6;7.961;6;0.004;6;0.10;6;0.01;6;0.02;6;0.75;6;90.046;2;19.452;2;1.023;6;0.26;6
10;2020-07-28;06:45:04;0.00;inc;S;3.00;Sola;42.4883;3.145;21.754;2;37.917;2;5.15;6;7.963;6;0.026;6;0.03;2;0.01;0;0.02;2;0.88;6;71.642;2;16.997;2;0.357;6;0.23;6
10;2020-07-28;06:45:43;0.00;inc;F;24.00;Sola;42.4883;3.145;16.039;2;38.190;2;5.56;6;7.939;6;0.016;6;0.05;6;0.01;0;0.04;6;0.76;6;102.636;2;15.303;2;0.643;6;0.38;6
10;2020-08-04;06:50:04;0.00;inc;S;3.00;Sola;42.4883;3.145;22.056;2;38.038;2;5.00;6;8.110;7;0.017;6;0.08;2;0.01;0;0.02;6;0.70;6;107.167;2;20.465;2;0.913;6;0.14;6
10;2020-08-04;06:50:50;0.00;inc;F;24.00;Sola;42.4883;3.145;22.040;2;38.031;2;5.01;6;8.120;7;0.020;6;0.06;2;0.01;0;0.02;2;0.69;6;83.862;2;14.569;2;2.400;2;0.15;6
10;2020-08-11;06:51:59;0.00;inc;S;3.00;Sola;42.4883;3.145;22.642;2;37.996;2;4.99;6;8.050;7;0.036;6;0.03;2;0.02;6;0.02;2;0.65;6;124.393;2;24.134;2;1.020;6;0.13;6
