"// SOMLIT somlit.fr";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"// hydro 49e25aa808a84afd";2025-09-10;13:00:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ID_SITE;DATE;HEURE;COEF_MAREE;MAREE;PROF_TEXT;PROF_NUM;nomSite*;gpsLat*;gpsLong*;T;qT;S;qS;O;qO;PH;qPH;NH4;qNH4;NO3;qNO3;NO2;qNO2;PO4;qPO4;SIOH4;qSIOH4;COP;qCOP;NOP;qNOP;MES;qMES;CHLA;qCHLA
//;(yyyy-mm-dd);(hh:mm:ss);-;-;-;m;;(wgs84);(wgs84);°C;;PSU;;ml/l;;;;µmol/l;;µmol/l;;µmol/l;;µmol/l;;µmol/l;;µg/l;;µg/l;;mg/l;;µg/l;
10;2018-02-13;07:35:14;0.00;inc;S;3.00;Sola;42.4883;3.145;10.193;2;37.610;2;6.12;6;7.900;6;0.106;6;3.05;6;0.59;6;0.04;2;3.25;6;101.669;2;15.238;2;1.491;6;1.11;6
10;2018-02-20;07:46:33;0.00;inc;F;24.00;Sola;42.4883;3.145;11.234;2;37.820;2;6.14;6;7.920;6;0.082;6;2.20;6;0.26;6;0.02;6;1.76;6;120.765;2;21.579;2;1.109;6;2.02;6
10;2018-02-20;07:46:33;0.00;inc;S;3.00;Sola;42.4883;3.145;10.868;2;37.691;2;6.16;6;7.920;6;0.070;6;2.20;6;0.29;6;0.02;2;1.75;6;165.980;2;30.444;2;0.668;6;2.44;6
10;2018-02-27;07:52:09;0.00;inc;F;24.00;Sola;42.4883;3.145;10.218;2;37.745;2;6.34;6;7.910;6;0.128;6;2.05;6;0.25;6;0.03;6;2.13;6;136.805;2;21.528;2;2.948;6;1.97;6
10;2018-02-27;07:52:09;0.00;inc;S;3.00;Sola;42.4883;3.145;10.297;2;37.326;2;6.30;2;7.910;6;0.110;6;2.13;6;0.24;6;0.03;2;2.09;6;127.416;2;19.933;2;2.580;6;1.90;6
10;2018-03-06;07:37:10;0.00;inc;F;24.00;Sola;42.4883;3.145;10.512;2;37.608;2;6.01;6;7.910;6;0.385;6;2.96;6;0.35;6;0.11;6;3.03;6;68.219;2;11.694;2;2.400;2;0.77;6
10;2018-03-06;07:37:10;0.00;inc;S;3.00;Sola;42.4883;3.145;10.220;2;37.551;2;6.12;6;7.890;6;0.462;6;3.07;6;0.30;6;0.11;6;3.21;6;75.799;2;15.387;2;2.467;6;1.05;6
10;2018-03-13;07:55:45;0.00;inc;F;24.00;Sola;42.4883;3.145;11.084;2;37.157;2;6.11;6;7.910;6;0.212;6;3.83;6;0.27;6;0.05;6;2.46;6;120.728;2;19.269;2;2.057;6;3.82;6
10;2018-03-13;07:55:45;0.00;inc;S;3.00;Sola;42.4883;3.145;11.342;2;36.438;2;6.34;6;7.930;6;0.099;6;4.42;6;0.27;6;0.06;6;3.11;6;155.706;2;26.046;2;2.334;6;3.43;6
10;2018-03-23;07:44:34;0.00;inc;F;24.00;Sola;42.4883;3.145;10.383;2;37.425;2;6.07;6;999999;9;0.308;6;2.80;6;0.32;6;0.05;2;1.68;6;149.517;2;23.750;2;3.487;6;1.67;6
10;2018-03-23;07:44:34;0.00;inc;S;3.00;Sola;42.4883;3.145;10.426;2;37.356;2;6.13;6;999999;9;0.194;6;2.77;6;0.33;6;0.07;6;1.68;6;184.479;2;27.977;2;2.495;6;1.67;6
10;2018-03-28;10:31:33;0.00;inc;F;24.00;Sola;42.4883;3.145;11.206;2;37.629;2;5.88;6;8.180;7;0.262;6;4.51;6;0.23;6;0.10;2;5.22;6;111.498;2;17.896;2;2.000;6;0.64;6
10;2018-03-28;10:31:33;0.00;inc;S;3.00;Sola;42.4883;3.145;11.081;2;37.392;2;6.28;6;8.170;7;0.082;6;3.37;6;0.25;6;0.04;2;3.98;6;92.573;2;17.719;2;1.840;6;0.88;6
10;2018-04-03;06:30:15;0.00;inc;F;24.00;Sola;42.4883;3.145;12.807;2;38.232;2;5.54;6;8.070;7;0.140;6;3.84;6;0.30;6;0.16;2;2.97;6;65.041;2;8.682;2;2.400;2;0.53;6
10;2018-04-03;06:30:15;0.00;inc;S;3.00;Sola;42.4883;3.145;12.426;2;37.980;2;5.74;6;8.050;7;0.140;6;3.42;6;0.27;6;0.10;6;2.66;6;111.743;2;17.719;2;1.736;6;1.15;6
10;2018-04-10;06:36:40;0.00;inc;F;24.00;Sola;42.4883;3.145;12.007;2;37.433;2;5.95;6;7.940;6;0.070;6;2.15;6;0.23;6;0.07;6;0.44;6;109.664;2;17.541;2;3.539;6;1.70;6
10;2018-04-10;06:36:40;0.00;inc;S;3.00;Sola;42.4883;3.145;12.311;2;37.343;2;5.96;6;7.940;6;0.068;6;2.30;6;0.24;6;0.08;6;0.47;6;119.914;2;20.423;2;3.485;6;2.48;6
10;2018-04-17;06:22:27;0.00;inc;F;24.00;Sola;42.4883;3.145;12.690;2;37.734;2;5.57;6;7.910;6;1.027;6;2.24;6;0.34;6;0.11;6;1.03;6;95.503;2;15.998;2;2.950;6;0.82;6
10;2018-04-17;06:22:27;0.00;inc;S;3.00;Sola;42.4883;3.145;13.476;2;35.498;2;6.10;6;7.950;6;0.291;6;4.84;6;0.32;6;0.09;2;1.20;6;216.982;2;37.331;2;2.768;6;4.22;6
10;2018-04-24;06:27:02;0.00;inc;F;24.00;Sola;42.4883;3.145;13.228;2;37.844;2;5.74;6;7.920;6;0.252;6;1.58;6;0.28;6;0.02;2;0.60;6;117.295;2;19.388;2;1.228;6;1.40;6
10;2018-04-24;06:27:02;0.00;inc;S;3.00;Sola;42.4883;3.145;15.827;2;35.383;2;5.62;6;8.000;6;0.122;6;2.53;6;0.22;6;0.06;6;0.91;6;339.137;2;52.898;2;1.267;6;2.37;6
10;2018-05-02;06:58:23;0.00;inc;S;3.00;Sola;42.4883;3.145;14.709;2;37.493;2;5.67;6;7.960;6;0.097;6;1.32;2;0.14;6;0.01;0;1.23;6;109.053;2;20.376;2;13.990;6;0.44;6
10;2018-05-02;06:59:52;0.00;inc;F;24.00;Sola;42.4883;3.145;14.501;2;37.639;2;5.62;6;7.950;6;0.100;6;1.25;6;0.18;6;0.01;0;1.11;6;109.689;2;16.478;2;2.180;6;0.59;6
10;2018-05-07;07:10:25;0.00;inc;S;3.00;Sola;42.4883;3.145;14.924;2;37.319;2;5.72;6;7.950;6;0.049;6;2.04;6;0.15;6;0.01;0;2.92;6;105.466;2;20.076;2;1.260;6;0.85;6
10;2018-05-07;07:13:33;0.00;inc;F;24.00;Sola;42.4883;3.145;14.289;2;37.606;2;5.54;6;7.940;6;0.138;6;2.00;6;0.25;6;0.03;6;2.19;6;106.692;2;17.653;2;1.060;2;0.97;6
10;2018-05-15;06:26:07;0.00;inc;S;3.00;Sola;42.4883;3.145;14.458;2;37.846;2;5.60;6;7.950;6;0.154;6;0.91;6;0.22;6;0.04;2;1.63;6;68.357;2;12.477;2;1.465;6;0.53;6
10;2018-05-15;06:28:26;0.00;inc;F;24.00;Sola;42.4883;3.145;14.462;2;37.796;2;5.58;6;7.950;6;0.188;6;0.96;6;0.23;6;0.04;6;1.65;6;97.765;2;17.263;2;2.420;2;0.58;6
10;2018-05-22;10:10:42;0.00;inc;S;3.00;Sola;42.4883;3.145;16.816;2;37.527;2;5.65;6;7.960;6;0.107;2;0.14;6;0.01;2;0.01;0;2.53;6;140.270;2;26.141;2;0.978;6;0.84;6
10;2018-05-22;10:12:12;0.00;inc;F;24.00;Sola;42.4883;3.145;14.519;2;37.977;2;5.58;6;7.960;6;0.021;6;0.56;6;0.13;6;0.02;2;1.49;6;192.738;2;34.629;2;1.638;6;1.51;6
10;2018-05-29;09:23:55;0.00;inc;S;3.00;Sola;42.4883;3.145;18.851;2;37.018;2;5.44;6;999999;9;0.009;6;0.23;6;0.03;2;0.05;6;1.55;6;175.187;2;28.562;2;1.935;6;1.49;6
10;2018-05-29;09:25:15;0.00;inc;F;24.00;Sola;42.4883;3.145;14.861;2;38.067;2;5.81;6;999999;9;0.009;6;0.18;6;0.01;0;0.02;2;1.15;6;156.776;2;28.715;2;1.410;6;1.07;6
10;2018-06-05;06:40:00;0.00;inc;F;24.00;Sola;42.4883;3.145;14.851;2;37.989;2;5.23;6;999999;9;0.321;6;0.58;6;0.08;2;0.07;2;1.70;6;185.094;2;32.980;2;3.660;6;1.08;6
10;2018-06-05;06:40:00;0.00;inc;S;3.00;Sola;42.4883;3.145;21.262;2;33.202;2;6.02;6;999999;9;0.015;6;0.09;2;0.04;6;0.10;6;0.59;6;773.289;2;82.043;2;8.450;2;1.33;6
10;2018-06-12;06:37:09;0.00;inc;S;3.00;Sola;42.4883;3.145;21.238;2;35.643;2;6.04;6;8.100;2;0.018;2;0.68;6;0.03;2;0.06;6;3.30;6;256.325;2;40.853;2;1.623;6;1.44;6
10;2018-06-12;06:39:22;0.00;inc;F;24.00;Sola;42.4883;3.145;15.286;2;38.302;2;5.77;6;7.990;2;0.070;6;0.02;0;0.02;6;0.05;6;0.46;6;240.253;2;36.236;2;1.696;6;1.53;6
10;2018-06-19;06:34:00;0.00;inc;F;24.00;Sola;42.4883;3.145;18.650;2;37.166;2;5.29;6;8.010;2;0.114;6;0.56;6;0.06;2;0.07;2;1.51;6;353.342;2;75.105;2;1.770;6;0.83;6
10;2018-06-19;06:34:00;0.00;inc;S;3.00;Sola;42.4883;3.145;19.107;2;36.731;2;5.92;6;8.020;2;0.056;6;0.06;2;0.02;6;0.05;6;1.08;6;176.534;2;29.801;2;1.684;6;0.87;6
10;2018-06-26;06:31:19;0.00;inc;S;3.00;Sola;42.4883;3.145;20.402;2;37.418;2;5.27;6;8.020;2;0.022;6;0.02;0;0.01;0;0.03;6;1.04;6;93.598;2;13.995;2;0.739;6;0.37;6
10;2018-06-26;06:34:08;0.00;inc;F;24.00;Sola;42.4883;3.145;14.025;2;38.355;2;5.29;6;999999;9;0.033;6;1.26;6;0.16;6;0.03;6;0.77;6;154.134;2;21.086;2;1.043;6;1.03;6
10;2018-07-03;06:27:30;0.00;inc;F;24.00;Sola;42.4883;3.145;16.040;2;38.460;2;5.73;6;8.000;2;0.039;6;0.02;0;0.01;0;0.03;2;0.99;6;87.304;2;12.988;2;0.470;6;0.44;6
10;2018-07-03;06:27:30;0.00;inc;S;3.00;Sola;42.4883;3.145;20.742;2;37.820;2;5.42;6;8.030;6;0.013;6;0.02;0;0.01;0;0.01;2;1.24;6;116.031;2;18.833;2;0.510;6;0.33;6
10;2018-07-10;06:38:02;0.00;inc;F;24.00;Sola;42.4883;3.145;14.784;2;38.421;2;5.17;6;7.920;6;0.031;6;0.64;6;0.26;6;0.03;2;2.56;6;131.620;2;22.807;2;8.695;6;0.33;6
10;2018-07-10;06:38:02;0.00;inc;S;3.00;Sola;42.4883;3.145;22.097;2;38.155;2;5.17;6;7.990;6;0.036;2;0.02;0;0.01;0;0.01;6;1.31;6;78.526;2;13.619;2;1.727;2;1.53;6
10;2018-07-17;06:40:00;0.00;inc;F;24.00;Sola;42.4883;3.145;21.708;2;37.943;2;5.95;6;8.000;6;0.039;6;0.02;0;0.01;0;0.01;0;0.67;6;108.598;2;14.832;2;0.627;6;0.39;6
10;2018-07-17;06:40:00;0.00;inc;S;3.00;Sola;42.4883;3.145;22.500;2;38.049;2;5.17;6;8.010;6;0.061;6;0.02;0;0.01;0;0.01;0;0.57;6;104.842;2;15.219;2;0.799;6;0.27;6
10;2018-07-24;11:05:00;0.00;inc;F;24.00;Sola;42.4883;3.145;15.297;2;38.286;2;5.95;6;8.010;6;0.092;6;0.02;0;0.01;0;0.02;2;0.18;6;141.175;2;15.435;2;0.465;6;0.03;6
10;2018-07-24;11:05:00;0.00;inc;S;3.00;Sola;42.4883;3.145;22.740;2;37.872;2;5.02;6;7.980;6;0.020;6;0.02;0;0.01;6;0.01;2;0.55;6;75.708;2;11.741;2;0.362;6;0.04;6
10;2018-07-31;06:47:26;0.00;inc;F;24.00;Sola;42.4883;3.145;14.847;2;38.496;2;6.25;6;7.970;6;0.027;6;0.04;2;0.01;0;0.02;6;0.54;6;129.819;2;21.756;2;0.127;2;0.20;6
10;2018-07-31;06:47:26;0.00;inc;S;3.00;Sola;42.4883;3.145;23.545;2;37.964;2;5.25;6;8.020;6;0.020;2;0.02;0;0.01;2;0.02;6;0.61;6;95.454;2;14.633;2;0.190;2;0.22;6
10;2018-08-07;06:29:11;0.00;inc;S;3.00;Sola;42.4883;3.145;22.924;2;38.402;2;5.30;6;7.990;6;0.054;6;0.02;0;0.01;0;0.01;0;0.83;6;74.973;2;12.290;2;0.530;6;0.27;6
10;2018-08-07;06:32:08;0.00;inc;F;24.00;Sola;42.4883;3.145;15.145;2;38.373;2;5.99;6;7.920;6;0.070;2;0.02;0;0.02;2;0.06;6;1.12;6;105.157;2;14.084;2;2.400;2;0.55;6
10;2018-08-13;06:34:54;0.00;inc;S;3.00;Sola;42.4883;3.145;23.312;2;38.100;2;5.05;2;8.000;6;0.010;6;0.02;0;0.01;0;0.01;0;0.85;6;81.107;2;13.504;2;0.405;6;0.23;6
10;2018-08-13;06:36:10;0.00;inc;F;24.00;Sola;42.4883;3.145;17.083;2;38.321;2;5.77;6;7.960;2;0.026;6;0.02;0;0.02;2;0.03;2;1.46;6;91.494;2;13.518;2;1.350;6;0.62;6
10;2018-08-21;06:53:32;0.00;inc;S;3.00;Sola;42.4883;3.145;22.204;2;37.857;2;5.09;6;8.010;6;0.094;6;0.18;6;0.01;6;0.01;6;0.95;6;64.581;2;10.482;2;0.866;6;0.29;6
10;2018-08-21;06:56:14;0.00;inc;F;24.00;Sola;42.4883;3.145;16.833;2;38.437;2;5.29;6;7.940;6;0.073;6;0.28;6;0.06;6;0.01;2;2.02;6;97.137;2;16.082;2;0.848;6;0.51;6
10;2018-08-28;06:53:40;0.00;inc;S;3.00;Sola;42.4883;3.145;21.563;2;38.223;2;5.11;6;999999;9;0.061;6;0.02;0;0.01;0;0.01;0;0.91;6;70.723;2;11.908;2;0.321;6;0.24;6
10;2018-08-28;06:56:24;0.00;inc;F;24.00;Sola;42.4883;3.145;16.111;2;999999;9;5.45;6;999999;9;0.023;6;0.02;0;0.02;2;0.03;2;2.04;6;93.129;2;14.051;2;0.743;6;0.52;6
10;2018-09-04;06:37:39;0.00;inc;S;3.00;Sola;42.4883;3.145;20.929;2;38.096;2;5.11;6;999999;9;0.010;6;0.06;2;0.01;0;0.02;6;1.19;6;69.329;2;12.647;2;0.410;6;0.29;6
10;2018-09-04;06:38:17;0.00;inc;F;24.00;Sola;42.4883;3.145;16.183;2;38.339;2;5.45;6;999999;9;0.020;6;0.04;2;0.01;2;0.03;6;1.57;6;75.927;2;13.359;2;0.850;6;0.36;6
10;2018-09-10;06:28:30;0.00;inc;S;3.00;Sola;42.4883;3.145;21.501;2;38.065;2;5.08;6;999999;9;0.030;6;0.02;0;0.01;0;0.01;2;1.08;6;72.292;2;11.700;2;0.484;6;0.17;6
10;2018-09-10;06:31:08;0.00;inc;F;24.00;Sola;42.4883;3.145;15.780;2;38.515;2;5.43;6;999999;9;0.100;6;0.02;0;0.01;2;0.03;6;1.28;6;96.251;2;17.002;2;1.007;6;0.75;6
10;2018-09-25;09:38:00;0.00;inc;F;24.00;Sola;42.4883;3.145;21.539;2;38.026;2;5.05;6;8.120;7;0.080;2;0.06;2;0.01;0;0.01;2;0.97;6;63.966;2;10.172;2;0.821;6;0.34;6
10;2018-09-25;09:38:00;0.00;inc;S;3.00;Sola;42.4883;3.145;21.561;2;38.022;2;5.07;6;8.100;7;0.060;6;0.02;0;0.01;0;0.02;2;0.97;6;65.058;2;10.737;2;1.141;6;0.32;6
10;2018-10-03;06:35:41;0.00;inc;S;3.00;Sola;42.4883;3.145;19.690;2;38.015;2;5.17;6;8.110;7;0.067;6;0.02;0;0.01;2;0.03;2;0.97;6;88.691;2;14.513;2;1.489;6;0.37;6
10;2018-10-03;06:38:07;0.00;inc;F;24.00;Sola;42.4883;3.145;19.673;2;38.090;2;5.17;6;8.140;7;0.082;6;0.02;0;0.02;2;0.02;2;0.97;6;99.441;2;14.816;2;1.775;6;0.35;6
10;2018-10-09;06:37:13;0.00;inc;S;3.00;Sola;42.4883;3.145;18.761;2;38.167;2;5.25;6;8.170;7;0.067;6;0.02;0;0.01;2;0.01;0;1.18;6;66.059;2;10.238;2;0.527;6;0.35;6
10;2018-10-09;06:40:26;0.00;inc;F;24.00;Sola;42.4883;3.145;18.663;2;38.152;2;5.11;6;8.180;7;0.055;6;0.02;0;0.02;2;0.03;6;1.29;6;73.120;2;11.780;2;1.142;6;0.36;6
10;2018-10-16;06:49:37;0.00;inc;S;3.00;Sola;42.4883;3.145;19.551;2;37.316;2;5.18;6;8.120;7;0.303;6;1.02;6;0.09;6;0.16;6;4.10;6;112.771;2;18.802;2;3.037;6;0.58;6
10;2018-10-16;06:52:37;0.00;inc;F;24.00;Sola;42.4883;3.145;19.784;2;37.912;2;5.02;2;8.140;7;0.284;6;0.40;6;0.07;6;0.14;6;2.74;6;141.358;2;21.770;2;6.398;6;0.51;6
10;2018-10-23;06:39:50;0.00;inc;S;3.00;Sola;42.4883;3.145;20.052;2;37.649;2;5.06;6;8.190;7;0.177;6;0.61;6;0.07;6;0.07;6;2.84;6;109.145;2;20.629;2;1.331;6;1.26;6
10;2018-10-23;06:41:39;0.00;inc;F;24.00;Sola;42.4883;3.145;20.474;2;38.262;2;5.02;2;8.210;7;0.130;6;0.06;6;0.02;6;0.03;2;1.79;6;71.475;2;10.566;2;1.247;6;0.33;6
10;2018-10-30;07:35:58;0.00;inc;S;3.00;Sola;42.4883;3.145;18.296;2;38.098;2;5.13;6;8.160;7;0.119;6;0.21;6;0.02;2;0.05;6;1.74;6;69.648;2;11.970;2;1.821;6;0.74;6
10;2018-10-30;07:39:54;0.00;inc;F;24.00;Sola;42.4883;3.145;18.309;2;38.199;2;5.12;6;8.200;7;0.112;6;0.23;6;0.03;2;0.05;6;1.69;6;81.580;2;12.873;2;1.707;6;0.68;6
10;2018-11-06;08:01:09;0.00;inc;S;3.00;Sola;42.4883;3.145;17.752;2;37.926;2;5.24;6;8.201;7;0.021;6;0.02;2;0.05;6;0.06;6;1.70;6;96.755;2;15.140;2;1.709;6;0.89;6
10;2018-11-06;08:02:39;0.00;inc;F;24.00;Sola;42.4883;3.145;17.774;2;38.185;2;5.26;6;8.220;7;0.065;6;0.06;2;0.05;6;0.05;2;1.62;6;97.395;2;15.853;2;2.400;2;0.96;6
10;2018-11-14;07:34:40;0.00;inc;S;3.00;Sola;42.4883;3.145;17.816;2;37.955;2;5.29;6;8.120;7;0.135;6;0.25;6;0.08;6;0.06;6;1.98;6;101.760;2;15.620;2;1.724;6;0.60;6
10;2018-11-14;07:37:10;0.00;inc;F;24.00;Sola;42.4883;3.145;17.815;2;37.889;2;5.29;6;8.130;7;0.143;6;0.23;6;0.09;6;0.06;6;1.98;6;122.390;2;18.540;2;2.487;6;0.55;6
10;2018-11-20;08:02:45;0.00;inc;S;3.00;Sola;42.4883;3.145;16.479;2;35.267;2;5.46;6;999999;9;0.769;6;4.49;6;0.23;6;0.24;6;11.66;6;92.354;2;12.434;2;3.390;6;0.66;6
10;2018-11-20;08:04:35;0.00;inc;F;24.00;Sola;42.4883;3.145;17.951;2;37.718;2;5.09;6;999999;9;0.667;6;0.76;6;0.18;2;0.13;2;2.37;6;118.941;2;17.467;2;2.487;6;0.24;6
10;2018-11-29;07:51:59;0.00;inc;S;3.00;Sola;42.4883;3.145;16.072;2;37.180;2;5.42;6;8.100;7;0.321;6;1.68;6;0.18;6;0.06;6;4.79;6;101.997;2;13.858;2;1.175;6;0.56;6
10;2018-11-29;07:54:17;0.00;inc;F;24.00;Sola;42.4883;3.145;16.608;2;37.504;2;5.32;6;8.130;7;0.367;6;1.36;6;0.20;6;0.07;6;3.88;6;80.106;2;11.261;2;1.822;6;0.35;6
10;2018-12-04;07:46:34;0.00;inc;S;3.00;Sola;42.4883;3.145;15.867;2;37.476;2;5.64;6;7.960;6;0.060;6;1.48;6;0.21;6;0.03;2;4.85;6;75.514;2;11.546;2;0.690;6;0.81;6
10;2018-12-04;07:49:11;0.00;inc;F;24.00;Sola;42.4883;3.145;16.712;2;37.923;2;5.28;6;7.946;6;0.230;6;0.77;6;0.24;6;0.06;6;2.78;6;69.607;2;9.592;2;2.238;6;0.23;6
10;2018-12-12;07:41:25;0.00;inc;S;3.00;Sola;42.4883;3.145;15.489;2;37.648;2;5.48;6;999999;9;0.050;6;0.85;6;0.27;6;0.04;2;2.95;6;88.644;2;12.612;2;1.503;6;0.60;6
10;2018-12-12;07:45:39;0.00;inc;F;24.00;Sola;42.4883;3.145;15.684;2;37.913;2;5.45;2;999999;9;0.060;6;0.93;6;0.26;6;0.03;2;3.16;6;74.928;2;9.770;2;2.285;6;0.52;6
10;2018-12-18;07:48:55;0.00;inc;S;3.00;Sola;42.4883;3.145;15.199;2;37.635;2;5.67;2;7.970;6;0.020;6;0.59;6;0.41;6;0.06;6;2.53;6;91.427;2;15.454;2;1.716;6;0.42;6
10;2018-12-18;07:51:25;0.00;inc;F;24.00;Sola;42.4883;3.145;15.228;2;37.928;2;999999;9;7.980;6;0.030;2;0.61;6;0.42;6;0.07;6;2.53;6;81.436;2;11.574;2;2.386;6;0.43;6
10;2019-01-07;08:24:27;0.00;inc;F;24.00;Sola;42.4883;3.145;13.430;2;38.051;2;5.88;6;8.190;7;0.039;6;1.10;2;0.27;6;0.05;6;2.29;6;73.490;2;11.136;2;2.400;2;0.70;6
10;2019-01-07;08:24:27;0.00;inc;S;3.00;Sola;42.4883;3.145;13.375;2;37.882;2;5.87;6;8.170;7;0.031;6;0.51;2;0.26;6;0.04;6;2.26;6;67.837;2;11.136;2;1.786;6;0.72;6
10;2019-01-17;09:23:18;0.00;inc;F;24.00;Sola;42.4883;3.145;12.323;2;38.065;2;6.01;6;7.940;2;0.065;6;0.73;6;0.24;6;0.04;6;1.62;6;122.303;2;16.616;2;2.590;6;1.06;6
10;2019-01-17;09:23:18;0.00;inc;S;3.00;Sola;42.4883;3.145;12.672;2;38.154;2;5.94;6;7.950;6;0.044;6;0.90;6;0.22;6;0.03;6;1.63;6;124.515;2;20.152;2;1.567;6;0.85;6
10;2019-01-22;07:44:06;0.00;inc;F;24.00;Sola;42.4883;3.145;11.895;2;38.029;2;6.05;6;7.960;6;0.044;2;0.60;6;0.23;6;0.05;6;1.16;6;101.734;2;15.371;2;2.088;6;1.24;6
10;2019-01-22;07:44:06;0.00;inc;S;3.00;Sola;42.4883;3.145;11.937;2;37.737;2;6.02;6;7.960;6;0.025;6;0.63;6;0.25;6;0.03;2;1.15;6;103.645;2;15.743;2;1.995;6;1.31;6
10;2019-01-29;07:52:02;0.00;inc;F;24.00;Sola;42.4883;3.145;11.784;2;38.093;2;5.96;6;7.930;6;0.015;2;0.98;6;0.31;6;0.04;6;1.29;6;95.709;2;16.616;2;1.055;6;0.98;6
10;2019-01-29;07:52:02;0.00;inc;S;3.00;Sola;42.4883;3.145;11.765;2;37.967;2;5.96;6;7.940;6;0.017;6;0.97;6;0.33;6;0.04;6;1.28;6;112.374;2;19.445;2;1.185;6;1.05;6
10;2019-02-05;08:14:52;0.00;inc;S;3.00;Sola;42.4883;3.145;10.681;2;37.816;2;6.12;2;8.110;7;0.043;6;1.12;6;0.36;6;0.07;6;1.45;6;95.218;2;14.849;2;2.205;6;1.10;6
10;2019-02-05;08:18:08;0.00;inc;F;24.00;Sola;42.4883;3.145;10.559;2;37.975;2;6.15;6;8.130;7;0.062;6;1.03;6;0.36;6;0.06;6;1.37;6;125.587;2;20.364;2;2.400;2;1.14;6
10;2019-02-12;08:03:49;0.00;inc;S;3.00;Sola;42.4883;3.145;11.778;2;37.972;2;6.30;6;999999;9;0.024;6;1.35;6;0.44;6;0.03;2;1.16;6;98.806;2;15.025;2;0.905;6;0.87;6
10;2019-02-12;08:06:41;0.00;inc;F;24.00;Sola;42.4883;3.145;11.720;2;38.096;2;6.27;6;999999;9;0.040;6;1.25;6;0.38;6;0.02;2;1.12;6;205.576;2;23.864;2;1.825;6;0.85;6
10;2019-02-19;07:45:31;0.00;inc;S;3.00;Sola;42.4883;3.145;11.825;2;38.061;2;6.04;6;7.940;2;0.028;6;1.16;6;0.51;6;0.03;2;1.17;6;92.317;2;14.672;2;0.906;6;0.75;6
10;2019-02-19;07:47:44;0.00;inc;F;24.00;Sola;42.4883;3.145;11.605;2;38.015;2;6.06;6;7.940;2;0.081;6;1.04;6;0.46;6;0.04;2;1.22;6;117.633;2;18.914;2;1.560;6;0.82;6
10;2019-02-26;07:42:02;0.00;inc;S;3.00;Sola;42.4883;3.145;11.384;2;37.867;2;6.26;6;8.120;7;0.036;6;3.14;6;0.48;6;0.03;2;4.36;6;120.386;2;24.041;2;1.715;6;1.08;6
10;2019-02-26;07:43:26;0.00;inc;F;24.00;Sola;42.4883;3.145;11.440;2;37.919;2;6.08;6;8.130;7;0.088;6;5.50;6;0.32;6;0.04;2;8.14;6;97.430;2;15.202;2;1.675;6;1.02;6
10;2019-03-05;07:53:22;0.00;inc;S;3.00;Sola;42.4883;3.145;12.497;2;37.782;2;6.18;6;8.100;7;0.029;6;1.84;6;0.21;6;0.03;2;2.09;6;118.027;2;21.036;2;0.815;6;0.77;6
10;2019-03-05;07:56:16;0.00;inc;F;24.00;Sola;42.4883;3.145;12.559;2;38.008;2;6.13;6;8.170;7;0.096;6;1.09;6;0.24;6;0.03;2;2.08;6;121.025;2;20.505;2;2.400;2;0.78;6
10;2019-03-13;07:46:57;0.00;inc;S;3.00;Sola;42.4883;3.145;12.767;2;37.703;2;5.96;6;8.200;7;0.065;6;0.56;6;0.18;6;0.04;6;2.12;6;136.706;2;23.510;2;1.500;6;0.91;6
10;2019-03-13;07:48:28;0.00;inc;F;24.00;Sola;42.4883;3.145;12.783;2;38.000;2;6.00;6;8.060;7;0.068;6;0.60;6;0.18;6;0.05;2;2.13;6;126.285;2;19.621;2;1.223;6;0.91;6
10;2019-03-19;07:28:38;0.00;inc;S;3.00;Sola;42.4883;3.145;13.102;2;38.017;2;5.84;6;8.170;7;0.036;6;1.20;6;0.18;6;0.02;6;1.91;6;80.104;2;14.639;2;1.662;6;0.61;6
10;2019-03-19;07:30:41;0.00;inc;F;24.00;Sola;42.4883;3.145;13.146;2;38.172;2;5.78;3;8.190;7;0.035;6;1.19;6;0.18;6;0.02;6;1.90;6;69.963;2;12.875;2;0.990;6;0.55;6
10;2019-03-27;07:40:17;0.00;inc;S;3.00;Sola;42.4883;3.145;12.556;2;38.149;2;5.95;6;7.910;6;0.087;6;0.70;6;0.27;6;0.05;2;2.29;6;84.808;2;13.757;2;1.766;6;0.62;6
10;2019-03-27;07:42:17;0.00;inc;F;24.00;Sola;42.4883;3.145;12.585;2;38.153;2;5.92;6;7.930;6;0.111;6;0.74;6;0.26;6;0.04;6;2.26;6;86.375;2;13.052;2;2.115;6;0.55;6
10;2019-04-03;06:33:56;0.00;inc;S;3.00;Sola;42.4883;3.145;12.966;2;38.105;2;5.85;6;7.940;6;0.192;6;0.95;6;0.20;6;0.02;6;2.02;6;65.011;2;11.285;2;2.022;6;0.21;6
10;2019-04-03;06:36:35;0.00;inc;F;24.00;Sola;42.4883;3.145;12.910;2;38.113;2;5.81;6;7.940;2;0.179;6;0.98;6;0.21;6;0.02;2;2.07;6;105.492;2;16.511;2;2.400;2;0.18;6
10;2019-04-10;06:34:33;0.00;inc;F;24.00;Sola;42.4883;3.145;12.963;2;38.031;2;6.00;6;7.940;6;0.089;6;1.75;3;0.19;3;0.04;3;3.20;3;129.710;2;20.636;2;2.158;6;0.78;6
